"CECC.Record.Number","detention_length_base","censored_base","detention_length_extra","censored_extra","dyear","male","age","bigcity","serious_issue","mongol","tibetan","uyghur","other","buddhist","christian","cultist","falun_gong","muslim","religious_leader","student","activist_ngo","journalist_publishing","dangerous_professions"
"2006-00082",203.239478266583,1,203.239478266583,1,2006,1,63.7068493150685,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00194",203.272333015737,1,36.0088050727733,0,2006,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2008-00317",203.436606761507,1,30.062095475901,0,2006,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00311",203.535171008969,1,203.535171008969,1,2006,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00291",95.7387390347275,0,95.7387390347275,0,2006,1,42.3205479452055,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2013-00342",203.995137497125,1,84.009593586753,0,2006,1,NA,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2005-00063",204.060846995433,1,204.060846995433,1,2006,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-00676",204.093701744587,1,36.0088050727733,0,2006,1,NA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2008-00677",31.1791569471367,0,31.1791569471367,0,2006,0,51,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2009-00339",31.1791569471367,0,31.1791569471367,0,2006,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2009-00338",31.1791569471367,0,31.1791569471367,0,2006,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2007-00015",204.159411242895,1,11.9919834412064,0,2006,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00147",204.192265992049,1,204.192265992049,1,2006,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00107",204.849360975129,1,36.0088050727733,0,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2007-00151",204.849360975129,1,36.0088050727733,0,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2006-00190",NA,1,NA,1,2006,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00020",205.145053717515,1,24.0168216315668,0,2006,1,NA,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2007-00019",205.145053717515,1,24.0168216315668,0,2006,1,NA,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2007-00018",205.145053717515,1,24.0168216315668,0,2006,1,NA,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2007-00017",205.145053717515,1,24.0168216315668,0,2006,1,NA,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2009-00059",0.689949732233794,0,0.689949732233794,0,2006,1,23.2301369863014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00007",205.572165456517,1,42.0212241679535,0,2006,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00150",205.605020205671,1,205.605020205671,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00091",205.605020205671,1,205.605020205671,1,2006,1,42.3369863013699,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2007-00098",205.605020205671,1,205.605020205671,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-00705",205.637874954825,1,205.637874954825,1,2006,1,21.9917808219178,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00126",50.9905706869928,0,50.9905706869928,0,2006,1,34.5753424657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00008",205.769293951441,1,42.0212241679535,0,2006,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00003",205.769293951441,1,48.0007885139797,0,2006,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00009",205.769293951441,1,24.0168216315668,0,2006,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00004",205.769293951441,1,48.0007885139797,0,2006,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00006",205.769293951441,1,30.0292407267471,0,2006,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00005",205.769293951441,1,42.0212241679535,0,2006,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-00442",205.867858198903,1,59.9927719551861,0,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2006-00088",NA,1,NA,1,2006,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00222",NA,1,NA,1,2006,0,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2006-00192",NA,1,NA,1,2006,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00113",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2006-00071",205.999277195519,1,84.009593586753,0,2006,1,30.2547945205479,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2006-00090",NA,1,NA,1,2006,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2004-01829",205.999277195519,1,205.999277195519,1,2006,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00087",NA,1,NA,1,2006,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00084",107.960705720012,0,107.960705720012,0,2006,1,32.8712328767123,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2006-00089",NA,1,NA,1,2006,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00133",206.163550941289,1,24.0168216315668,0,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2004-05122",30.259223970825,0,30.259223970825,0,2006,0,44.4520547945205,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00502",206.42638893452,1,30.062095475901,0,2006,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00446",206.459243683674,1,11.9919834412064,0,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00444",206.459243683674,1,48.0007885139797,0,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00054",206.459243683674,1,206.459243683674,1,2006,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00445",206.459243683674,1,36.0088050727733,0,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2007-00112",206.524953181982,1,42.0540789171075,0,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00450",206.623517429444,1,48.0007885139797,0,2006,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00449",206.623517429444,1,59.9927719551861,0,2006,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2006-00309",206.656372178598,1,48.0007885139797,0,2006,1,48.0054794520548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00140",206.75493642606,1,24.0168216315668,0,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00715",NA,1,NA,1,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00714",NA,1,NA,1,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2006-00512",NA,1,NA,1,2006,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2007-00099",NA,1,NA,1,2006,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2007-00097",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2007-00141",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00718",NA,1,NA,1,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2007-00157",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00719",NA,1,NA,1,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2007-00158",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2007-00132",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2007-00143",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00712",NA,1,NA,1,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00716",NA,1,NA,1,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2008-00669",NA,1,NA,1,2006,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2010-00720",NA,1,NA,1,2006,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00717",NA,1,NA,1,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00713",NA,1,NA,1,2006,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2006-00505",207.116338666754,1,24.0168216315668,0,2006,1,43.3205479452055,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2007-00136",207.149193415908,1,54.0132076091599,0,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2007-00137",207.149193415908,1,207.149193415908,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00511",207.182048165062,1,207.182048165062,1,2006,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-00665",207.477740907448,1,59.9927719551861,0,2006,1,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00666",207.477740907448,1,107.993560469166,0,2006,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00663",207.477740907448,1,59.9927719551861,0,2006,1,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2017-00110",120.609784144298,0,120.609784144298,0,2006,1,23.5780821917808,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"2011-00199",207.871997897296,1,48.0007885139797,0,2006,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00197",207.871997897296,1,132.010382100733,0,2006,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00198",207.871997897296,1,84.009593586753,0,2006,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2015-00382",NA,1,NA,1,2006,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2016-00284",208.167690639682,1,208.167690639682,1,2006,1,37.0712328767123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2006-00066",208.627657127838,1,208.627657127838,1,2006,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-00309",208.956204619378,1,107.993560469166,0,2006,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00310",208.956204619378,1,132.010382100733,0,2006,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2006-00095",NA,1,NA,1,2006,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2008-00642",209.05476886684,1,11.9919834412064,0,2006,0,41.4493150684931,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004-04108",209.416171107534,1,209.416171107534,1,2006,1,43.3452054794521,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2006-00506",209.416171107534,1,209.416171107534,1,2006,1,39.1287671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00055",209.54759010415,1,209.54759010415,1,2006,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004-05122",1.44560896277557,0,1.44560896277557,0,2006,0,44.1808219178082,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00143",0.0328547491539902,0,0.0328547491539902,0,2006,1,39.5205479452055,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2006-00069",209.810428097381,1,209.810428097381,1,2006,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00068",209.810428097381,1,209.810428097381,1,2006,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00067",209.810428097381,1,209.810428097381,1,2006,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00055",NA,1,NA,1,2006,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2011-00145",167.986332424352,0,167.986332424352,0,2006,1,30.6301369863014,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00146",167.986332424352,0,167.986332424352,0,2006,0,30.6301369863014,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2008-00054",210.237539836383,1,11.9919834412064,0,2006,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2007-00124",210.237539836383,1,84.009593586753,0,2006,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2005-00099",0.0657094983079804,0,0.0657094983079804,0,2006,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-00447",NA,1,NA,1,2006,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2007-00116",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00145",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00126",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00114",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00159",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-00033",NA,1,NA,1,2006,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00110",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-00004",NA,1,NA,1,2006,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00100",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00125",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00115",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00149",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-00405",NA,1,NA,1,2006,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2007-00106",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00144",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00120",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-00052",NA,1,NA,1,2006,1,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2007-00142",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00109",NA,1,NA,1,2006,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-00003",NA,1,NA,1,2006,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00103",NA,1,NA,1,2006,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00082",211.058908565233,1,1.0184972237737,0,2005,1,63.0547945205479,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004-05122",0.0328547491539902,0,0.0328547491539902,0,2005,0,44.0520547945206,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-00398",0.459966488155863,0,0.459966488155863,0,2005,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2010-00397",0.459966488155863,0,0.459966488155863,0,2005,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2010-00396",0.459966488155863,0,0.459966488155863,0,2005,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2010-00394",0.459966488155863,0,0.459966488155863,0,2005,1,NA,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2010-00395",0.459966488155863,0,0.459966488155863,0,2005,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2011-00249",211.223182311003,1,132.010382100733,0,2005,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00246",211.223182311003,1,84.009593586753,0,2005,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00250",211.223182311003,1,132.010382100733,0,2005,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00251",211.223182311003,1,211.223182311003,1,2005,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-00244",211.223182311003,1,119.985543910372,0,2005,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2011-00248",211.223182311003,1,101.981141373986,0,2005,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2004-05189",211.256037060157,1,144.002365541939,0,2005,1,43.8356164383562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-00630",211.354601307619,1,96.0015770279594,0,2005,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00633",211.354601307619,1,96.0015770279594,0,2005,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00637",211.354601307619,1,89.9891579327792,0,2005,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00631",211.354601307619,1,96.0015770279594,0,2005,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00635",211.354601307619,1,96.0015770279594,0,2005,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-00632",211.354601307619,1,96.0015770279594,0,2005,1,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00636",211.354601307619,1,96.0015770279594,0,2005,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00638",211.354601307619,1,96.0015770279594,0,2005,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2006-00307",211.551729802543,1,14.9489108650655,0,2005,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2005-00288",0.0328547491539902,0,0.0328547491539902,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2005-00289",0.0328547491539902,0,0.0328547491539902,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2006-00005",211.650294050005,1,84.009593586753,0,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00004",211.650294050005,1,71.9847553963925,0,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00002",211.650294050005,1,59.9927719551861,0,2005,1,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2007-00062",NA,1,NA,1,2005,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-00089",NA,1,NA,1,2005,1,41.6383561643836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00003",NA,1,NA,1,2005,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00001",11.2691789598186,0,11.2691789598186,0,2005,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00063",NA,1,NA,1,2005,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007-00061",NA,1,NA,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00017",212.208824785623,1,36.0088050727733,0,2005,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00263",212.241679534777,1,212.241679534777,1,2005,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00282",212.241679534777,1,212.241679534777,1,2005,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00281",212.241679534777,1,212.241679534777,1,2005,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00262",212.241679534777,1,212.241679534777,1,2005,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00280",212.241679534777,1,212.241679534777,1,2005,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00274",212.405953280547,1,212.405953280547,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00244",0.0985642474619706,0,0.0985642474619706,0,2005,1,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2005-00279",212.405953280547,1,212.405953280547,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00290",0.0985642474619706,0,0.0985642474619706,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2005-00278",212.405953280547,1,212.405953280547,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00276",212.405953280547,1,212.405953280547,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00275",212.405953280547,1,212.405953280547,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00277",212.405953280547,1,212.405953280547,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00009",0.525675986463843,0,0.525675986463843,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2006-00013",0.525675986463843,0,0.525675986463843,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2006-00010",0.525675986463843,0,0.525675986463843,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2006-00014",0.525675986463843,0,0.525675986463843,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2006-00008",212.438808029701,1,212.438808029701,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00012",0.525675986463843,0,0.525675986463843,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2006-00011",0.525675986463843,0,0.525675986463843,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2006-00015",0.525675986463843,0,0.525675986463843,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2005-00257",212.603081775471,1,212.603081775471,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00259",212.603081775471,1,212.603081775471,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00261",212.603081775471,1,212.603081775471,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00260",212.603081775471,1,212.603081775471,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00258",212.603081775471,1,212.603081775471,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004-05304",5.32246936294641,0,5.32246936294641,0,2005,1,69.4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2005-00060",0.459966488155863,0,0.459966488155863,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2005-00241",0.459966488155863,0,0.459966488155863,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2005-00273",0.525675986463843,0,0.525675986463843,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2005-00267",0.525675986463843,0,0.525675986463843,0,2005,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2005-00268",0.525675986463843,0,0.525675986463843,0,2005,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2005-00266",0.525675986463843,0,0.525675986463843,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2005-00270",0.525675986463843,0,0.525675986463843,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2008-00353",212.964484016165,1,212.964484016165,1,2005,1,40.4520547945205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004-02067",213.128757761934,1,213.128757761934,1,2005,1,36.3671232876712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00232",213.128757761934,1,213.128757761934,1,2005,1,42.3671232876712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-00100",213.358741006012,1,1.0184972237737,0,2005,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00244",0.0328547491539902,0,0.0328547491539902,0,2005,1,NA,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2005-00243",0.0328547491539902,0,0.0328547491539902,0,2005,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2005-00203",213.391595755166,1,17.9715477872326,0,2005,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-00307",213.457305253474,1,213.457305253474,1,2005,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2006-00214",213.75299799586,1,11.9919834412064,0,2005,1,49.3150684931507,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2005-00199",0.0328547491539902,0,0.0328547491539902,0,2005,1,32.5917808219178,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2005-00250",213.950126490784,1,213.950126490784,1,2005,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00251",0.328547491539902,0,0.328547491539902,0,2005,1,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2007-00101",214.180109734862,1,36.0088050727733,0,2005,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00558",214.24581923317,1,36.0088050727733,0,2005,1,60.2739726027397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2008-00353",214.278673982324,1,214.278673982324,1,2005,1,40.3424657534247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00132",214.311528731478,1,59.9927719551861,0,2005,0,33.2684931506849,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2004-05122",0.0328547491539902,0,0.0328547491539902,0,2005,0,43.7671232876712,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00143",3.44974866116897,0,3.44974866116897,0,2005,1,39.1150684931507,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
