"CECC.Record.Number","detention_length_base","censored_base","detention_length_extra","censored_extra","dyear","male","age","bigcity","serious_issue","mongol","tibetan","uyghur","other","buddhist","christian","cultist","falun_gong","muslim","religious_leader","student","activist_ngo","journalist_publishing","dangerous_professions"
"2011-00233",64.7895653316687,1,54.0460623583139,0,2018,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00084",64.8552748299767,1,24.0168216315668,0,2018,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00070",64.8552748299767,1,24.0168216315668,0,2018,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2018-00150",64.9538390774386,1,64.9538390774386,1,2018,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00152",64.9538390774386,1,64.9538390774386,1,2018,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00495",64.9538390774386,1,64.9538390774386,1,2018,0,48.9698630136986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00427",64.9538390774386,1,96.0015770279594,0,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00151",64.9538390774386,1,64.9538390774386,1,2018,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00428",64.9538390774386,1,84.009593586753,0,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2015-00336",0.788513979695765,0,0.788513979695765,0,2018,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00291",64.9866938265926,1,64.9866938265926,1,2018,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00234",0.788513979695765,0,0.788513979695765,0,2018,0,54.0657534246575,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2018-00281",64.9866938265926,1,64.9866938265926,1,2018,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00346",NA,1,NA,1,2018,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00190",NA,1,NA,1,2018,1,49.8958904109589,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"2019-00408",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00429",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00439",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00219",NA,1,NA,1,2018,1,51.4794520547945,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00124",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00208",NA,1,NA,1,2018,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00431",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00215",NA,1,NA,1,2018,1,42.4082191780822,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2018-00142",NA,1,NA,1,2018,1,62.958904109589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00417",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00283",65.0195485757466,1,65.0195485757466,1,2018,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00438",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00120",65.1181128232086,1,65.1181128232086,1,2018,1,41.5452054794521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00172",65.2823865689785,1,48.0007885139797,0,2018,1,30.7123287671233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00444",65.4795150639025,1,65.4795150639025,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00073",65.5123698130565,1,0.328547491539902,0,2018,0,32.3342465753425,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00138",65.6766435588264,1,11.9919834412064,0,2018,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00140",65.6766435588264,1,11.9919834412064,0,2018,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00136",59.9599172060321,0,59.9599172060321,0,2018,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00141",65.6766435588264,1,17.9386930380787,0,2018,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00137",65.6766435588264,1,11.9919834412064,0,2018,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00139",65.6766435588264,1,15.9345533396853,0,2018,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00015",65.6766435588264,1,65.6766435588264,1,2018,0,56.0712328767123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00550",65.7094983079804,1,11.9919834412064,0,2018,0,71.6520547945206,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00516",65.7752078062884,1,107.993560469166,0,2018,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2018-00351",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00014",NA,1,NA,1,2018,1,40.7041095890411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2018-00393",65.9394815520584,1,65.9394815520584,1,2018,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00368",NA,1,NA,1,2018,0,52.8109589041096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00367",NA,1,NA,1,2018,1,57.841095890411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00403",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00173",NA,1,NA,1,2018,1,34.786301369863,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00398",NA,1,NA,1,2018,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2022-00118",NA,1,NA,1,2018,1,NA,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2018-00313",NA,1,NA,1,2018,1,19.0876712328767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00301",NA,1,NA,1,2018,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00132",NA,1,NA,1,2018,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00394",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00387",65.9723363012123,1,65.9723363012123,1,2018,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00383",65.9723363012123,1,65.9723363012123,1,2018,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00382",65.9723363012123,1,65.9723363012123,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00386",65.9723363012123,1,65.9723363012123,1,2018,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00373",65.9723363012123,1,65.9723363012123,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00384",65.9723363012123,1,65.9723363012123,1,2018,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00385",65.9723363012123,1,65.9723363012123,1,2018,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00075",66.0051910503663,1,48.0007885139797,0,2018,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-00083",66.0051910503663,1,66.0051910503663,1,2018,1,48.627397260274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00268",66.0380457995203,1,66.0380457995203,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2004-00973",66.0709005486743,1,215.987120938332,0,2018,1,56.6219178082192,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2020-00155",66.1037552978283,1,180.011170614712,0,2018,1,23.6328767123288,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2018-00108",66.1037552978283,1,66.1037552978283,1,2018,1,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2018-00062",66.1366100469823,1,66.1366100469823,1,2018,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00050",66.1694647961363,1,66.1694647961363,1,2018,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00387",49.3478332292933,0,49.3478332292933,0,2018,1,50.1890410958904,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00160",66.4323027893682,1,66.4323027893682,1,2018,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00285",66.4980122876762,1,66.4980122876762,1,2018,0,69.586301369863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00031",66.4980122876762,1,66.4980122876762,1,2018,0,49.1041095890411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00274",66.5965765351382,1,36.0088050727733,0,2018,0,49.5780821917808,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00273",66.5965765351382,1,36.0088050727733,0,2018,0,54.5780821917808,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2018-00169",66.6622860334461,1,66.6622860334461,1,2018,1,38.2328767123288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00101",0.262837993231922,0,0.262837993231922,0,2018,1,59.358904109589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00105",66.8265597792161,1,66.8265597792161,1,2018,0,36.558904109589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2018-00611",66.8922692775241,1,17.9386930380787,0,2018,0,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2018-00015",0.0657094983079804,0,0.0657094983079804,0,2018,1,53.4602739726027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00361",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00356",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2018-00406",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00512",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2023-00027",NA,1,NA,1,2018,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00532",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00226",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00485",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00222",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00405",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00396",NA,1,NA,1,2018,1,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2022-00122",NA,1,NA,1,2018,1,39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2019-00205",NA,1,NA,1,2018,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00292",NA,1,NA,1,2018,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00695",NA,1,NA,1,2018,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2021-00393",NA,1,NA,1,2018,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00533",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00227",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00388",NA,1,NA,1,2018,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2021-00400",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2019-00013",NA,1,NA,1,2018,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00182",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00193",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00159",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00694",NA,1,NA,1,2018,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2019-00357",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
"2019-00502",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00543",NA,1,NA,1,2018,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00264",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00127",NA,1,NA,1,2018,1,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2019-00071",NA,1,NA,1,2018,0,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00149",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00406",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00145",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00326",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00267",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00386",NA,1,NA,1,2018,1,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00148",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00144",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00172",NA,1,NA,1,2018,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00409",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00426",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00591",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00287",NA,1,NA,1,2018,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00204",NA,1,NA,1,2018,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00696",NA,1,NA,1,2018,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2019-00187",NA,1,NA,1,2018,1,77.0767123287671,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00156",NA,1,NA,1,2018,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2019-00396",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00269",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00142",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2022-00104",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00151",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00147",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00671",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00422",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00143",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00050",NA,1,NA,1,2018,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00261",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00268",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00124",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00146",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00299",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2022-00120",NA,1,NA,1,2018,1,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00221",NA,1,NA,1,2018,1,59.586301369863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00232",NA,1,NA,1,2018,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00360",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00531",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2019-00225",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00260",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00120",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00123",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00405",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00223",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00362",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00408",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00410",NA,1,NA,1,2018,0,30.3287671232877,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00230",NA,1,NA,1,2018,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00358",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00266",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00202",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00262",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00125",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2022-00108",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2019-00224",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00031",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00409",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00407",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00231",NA,1,NA,1,2018,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00359",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2023-00026",NA,1,NA,1,2018,0,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00534",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00126",NA,1,NA,1,2018,1,46,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
"2019-00498",NA,1,NA,1,2018,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2021-00406",NA,1,NA,1,2018,1,53,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2022-00110",NA,1,NA,1,2018,1,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00150",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00144",NA,1,NA,1,2018,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00286",NA,1,NA,1,2018,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00133",NA,1,NA,1,2018,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00181",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2018-00693",NA,1,NA,1,2018,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2022-00146",NA,1,NA,1,2018,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00568",67.056543023294,1,67.056543023294,1,2017,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00481",67.122252521602,1,67.122252521602,1,2017,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00012",67.155107270756,1,67.155107270756,1,2017,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00054",25.3967210960344,0,25.3967210960344,0,2017,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2018-00583",67.18796201991,1,67.18796201991,1,2017,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00582",67.18796201991,1,67.18796201991,1,2017,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00029",67.220816769064,1,67.220816769064,1,2017,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00347",67.2865262673719,1,48.0007885139797,0,2017,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00351",67.2865262673719,1,29.9963859775931,0,2017,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00345",67.2865262673719,1,36.0088050727733,0,2017,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00348",67.2865262673719,1,48.0007885139797,0,2017,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00352",67.2865262673719,1,29.9963859775931,0,2017,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00349",67.2865262673719,1,41.9883694187995,0,2017,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00353",67.2865262673719,1,17.9715477872326,0,2017,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00346",67.2865262673719,1,59.9927719551861,0,2017,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00350",67.2865262673719,1,36.0088050727733,0,2017,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2018-00010",67.3850905148339,1,67.3850905148339,1,2017,1,40.6246575342466,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00006",67.4508000131419,1,67.4508000131419,1,2017,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00003",67.4836547622959,1,173.998751519532,0,2017,1,60.9041095890411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00014",67.5493642606039,1,67.5493642606039,1,2017,0,63.4986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00013",67.5493642606039,1,67.5493642606039,1,2017,1,63.4986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00042",67.6479285080658,1,67.6479285080658,1,2017,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00047",67.6807832572198,1,67.6807832572198,1,2017,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00041",67.7464927555278,1,67.7464927555278,1,2017,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00038",67.7793475046818,1,67.7793475046818,1,2017,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00005",67.8122022538358,1,67.8122022538358,1,2017,1,68.4767123287671,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00402",67.8450570029898,1,67.8450570029898,1,2017,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00053",67.8450570029898,1,67.8450570029898,1,2017,1,23.4739726027397,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00045",NA,1,NA,1,2017,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00147",NA,1,NA,1,2017,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00590",NA,1,NA,1,2017,1,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00584",NA,1,NA,1,2017,1,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00365",NA,1,NA,1,2017,1,48.4054794520548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00587",NA,1,NA,1,2017,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00589",NA,1,NA,1,2017,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00501",NA,1,NA,1,2017,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00044",NA,1,NA,1,2017,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00411",NA,1,NA,1,2017,0,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2018-00107",NA,1,NA,1,2017,1,81.5013698630137,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2018-00585",NA,1,NA,1,2017,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00412",NA,1,NA,1,2017,1,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2019-00481",NA,1,NA,1,2017,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2018-00552",NA,1,NA,1,2017,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2018-00043",NA,1,NA,1,2017,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
